"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","body_�","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_single","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","features_�","battery_�","battery_charging","misc_colors","misc_models","misc_sar","misc_sar_eu","misc_price","tests_loudspeaker","main_camera_triple","selfie_camera_dual","battery_talk_time","battery_music_play","tests_performance","tests_display","tests_camera","tests_audio_quality","tests_battery_life","main_camera_dual","camera_�","battery_stand-by","network_gprs","network_edge","sound_�","features_browser","selfie_camera_�","sound_alert_types"
"Apple","iPad 4 Wi-Fi + Cellular","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - A1459/ A1460","LTE 700 / 850 / 1800 / 1900 / 2100 - A1460","HSDPA 850 / 900 / 1900 / 2100 - A1459/ A1460","4, 17 - A1459","HSPA 42.2/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2012, October. Released 2012, November","Discontinued","241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in)","662 g (1.46 lb)",,"Micro-SIM",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 6, upgradable to iOS 10.3","Apple A6X (32 nm)","Dual-core 1.4 GHz","PowerVR SGX554MP4 (quad-core graphics)","No","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",,"5 MP, AF",,"1080p@30fps","1.2 MP","face detection, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,"No","2.0, proprietary reversible connector","Accelerometer, gyro, compass","Siri natural language commands and dictation","Non-removable Li-Po 11560 mAh battery (42.5 Wh)",,"Black, White","A1459, A1460",,,"About 500 EUR","Voice 67dB / Noise 66dB / Ring 75dB",,,"Up to 9 h",,,"Contrast ratio: 762:1 (nominal)",,"Noise -85.7dB / Crosstalk -85.2dB",,,,"Up to 720 h",,,,,,
"Apple","iPhone 5","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - GSM A1428","LTE 850 / 1800 / 2100 - GSM A1429","HSDPA 850 / 900 / 1700 / 1900 / 2100 - GSM A1428","4, 17 - GSM A1428","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, September 12","Available. Released 2012, September  21","123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in)","112 g (3.95 oz)","Glass front (Gorilla Glass), aluminum back, aluminum frame","Nano-SIM",,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 6, upgradable to iOS 10.3.3","Apple A6 (32 nm)","Dual-core 1.3 GHz Swift (ARM v7-based)","PowerVR SGX 543MP3 (triple-core graphics)","No","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM",,"8 MP, f/2.4, 33mm (standard), 1/3.2"", 1.4µm, AF","LED flash, panorama, HDR","1080p@30fps","1.2 MP, f/2.4, 35mm (standard)","face detection, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",,"No","2.0, proprietary reversible connector","Accelerometer, gyro, proximity, compass","Siri natural language commands and dictation","Non-removable Li-Po 1440 mAh battery (5.45 Wh)",,"Black/Slate, White/Silver","A1428, A1429, A1442","1.18 W/kg (head)     1.18 W/kg (body)   �","0.95 W/kg (head)     0.90 W/kg (body)   �","About 340 EUR","Voice 66dB / Noise 66dB / Ring 67dB",,,"Up to 8 h (2G) / Up to 8 h (3G)","Up to 40 h","Basemark X: 2229","Contrast ratio: 1320:1 (nominal) / 3.997:1 (sunlight)","Photo / Video","Noise -91.3dB / Crosstalk -76.5dB","Endurance rating 51h",,,"Up to 225 h (2G) / Up to 225 h (3G)",,,"16-bit/44.1kHz audio",,,
"Apple","iPad 3 Wi-Fi + Cellular","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","13 - for Verizon","HSDPA 850 / 900 / 1900 / 2100","4, 17 - AT&T","HSPA 42.2/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2012, March. Released 2012, March 16th","Discontinued","241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in)","662 g (1.46 lb)",,"Micro-SIM",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 5.1, upgradable to iOS 9.3.5","Apple A5X (45 nm)","Dual-core 1.0 GHz Cortex-A9","PowerVR SGX543MP4 (quad-core graphics)","No","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM",,"5 MP, AF",,"1080p@30fps","VGA, videocalling over Wi-Fi only",,"480p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS",,"No","2.0","Accelerometer, gyro, compass",,"Non-removable Li-Po 11560 mAh battery (42.5 Wh)",,"Black, White","A1430, A1403",,,"About 400 EUR",,,,"Up to 9 h",,,,"Photo / Video",,,,,"Up to 720 h",,,,,,
"Apple","iPad 3 Wi-Fi","No cellular connectivity","N/A",,,,,"2012, March. Released 2012, March 16th","Discontinued","241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in)","652 g (1.44 lb)",,"No",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 5.1, upgradable to iOS 9.3.5","Apple A5X (45 nm)","Dual-core 1.0 GHz Cortex-A9","PowerVR SGX543MP4 (quad-core graphics)","No","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM",,"5 MP, AF",,"1080p@30fps","VGA, videocalling over Wi-Fi only",,"480p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP","No",,"No","2.0","Accelerometer, gyro, compass",,"Non-removable Li-Po 11560 mAh battery (42.5 Wh)",,"Black, White","A1416",,,"About 290 EUR","Voice 66dB / Noise 66dB / Ring 77dB",,,"Up to 10 h",,,"Contrast ratio: 779:1 (nominal)",,"Noise -90.9dB / Crosstalk -92.7dB",,,,"Up to 720 h","No","No",,,,
"Apple","iPhone 4s","GSM / CDMA / HSPA / EVDO","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1900 / 2100",,"HSPA 14.4/5.76 Mbps","2011, October 04","Available. Released 2011, October 14","115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in)","140 g (4.94 oz)","Glass front (Gorilla Glass), glass back, aluminum frame","Micro-SIM","Scratch-resistant glass back panel","IPS LCD capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 5, upgradable to iOS 9.3.5","Apple A5 (45 nm)","Dual-core 1.0 GHz Cortex-A9","PowerVR SGX543MP2","No","8GB 512MB RAM, 16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",,"8 MP, f/2.4, 35mm (standard), 1/3.2"", 1.4µm, AF","LED flash, panorama, HDR","1080p@30fps","VGA, videocalling over Wi-Fi and 3G",,"480p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",,"No","2.0","Accelerometer, gyro, proximity, compass","Siri natural language commands and dictation","Non-removable Li-Po 1432 mAh battery (5.3 Wh)",,"Black, White","A1431, A1387","1.18 W/kg (head)     0.98 W/kg (body)   �","0.99 W/kg (head)     0.99 W/kg (body)   �","About 190 EUR","Voice 65dB / Noise 64dB / Ring 74dB",,,"Up to 14 h (2G) / Up to 8 h (3G)","Up to 40 h",,"Contrast ratio: 1261:1 (nominal) / 2.269:1 (sunlight)","Photo / Video","Noise -91.2dB / Crosstalk -93.0dB","Endurance rating 45h",,,"Up to 200 h (2G) / Up to 200 h (3G)",,,,,,
"Apple","iPad 2 Wi-Fi + 3G","GSM / HSPA","GSM 850 / 900 / 1800 / 1900",,"HSDPA 850 / 900 / 1900 / 2100",,"HSPA 14.4/2 Mbps","2011, March. Released 2011, March","Discontinued","241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in)","607 g (1.34 lb)",,"Micro-SIM",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~65.1% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 4, upgradable to iOS 9.3.5","Apple A5 (45 nm)","Dual-core 1.0 GHz Cortex-A9","PowerVR SGX543MP2","No","16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",,"0.7 MP",,"720p@30fps","VGA",,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","2.1, A2DP, EDR","Yes, with A-GPS",,"No","2.0","Accelerometer, gyro, compass",,"Non-removable Li-Po 6930 mAh battery (25 Wh)",,"Black, White","A1396, A1397",,"1.19 W/kg (body)   �","About 370 EUR","Voice 65dB / Noise 65dB / Ring 75dB",,,"Up to 9 h",,,"Contrast ratio: 775:1 (nominal)","Video","Noise -91.0dB / Crosstalk -93.0dB",,,,"Up to 720 h",,,,"HTML (Safari)",,
"Apple","iPad 2 Wi-Fi","No cellular connectivity","N/A",,,,,"2011, March. Released 2011, March","Discontinued","241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in)","601 g (1.32 lb)",,"No",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~65.1% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 4, upgradable to iOS 9.3.5","Apple A5 (45 nm)","Dual-core 1.0 GHz Cortex-A9","PowerVR SGX543MP2","No","16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",,"0.7 MP",,"720p@30fps","VGA",,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","2.1, A2DP, EDR","No",,"No","2.0","Accelerometer, gyro, compass",,"Non-removable Li-Po 6930 mAh battery (25 Wh)",,"Black, White","A1395",,,"About 200 EUR",,,,"Up to 10 h",,,,,,,,,"Up to 720 h","No","No",,"HTML (Safari)",,
"Apple","iPad 2 CDMA","CDMA / EVDO","CDMA 800 / 1900",,"CDMA2000 1xEV-DO",,"EV-DO Rev.A 3.1 Mbps","2011, March. Released 2011, March","Discontinued","241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in)","607 g (1.34 lb)",,"Mini-SIM",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~65.1% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 4, upgradable to iOS 9.2.1","Apple A5 (45 nm)","Dual-core 1.0 GHz Cortex-A9","PowerVR SGX543MP2","No","16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",,"0.7 MP",,"720p@30fps","VGA",,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","2.1, A2DP, EDR","Yes, with A-GPS",,"No","2.0","Accelerometer, gyro, compass","iCloud cloud service  MP3/WAV player  MP4/H.264 player  Document viewer","Non-removable Li-Po 6930 mAh battery (25 Wh)",,"Black, White",,,,"About 200 EUR",,,,,,,,,,,,,,,,,"HTML (Safari)",,
"Apple","iPhone 4","GSM / HSPA","GSM 850 / 900 / 1800 / 1900",,"HSDPA 850 / 900 / 1900 / 2100",,"HSPA 7.2/5.76 Mbps","2010, June. Released 2010, June","Discontinued","115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in)","137 g (4.83 oz)","Glass front (Gorilla Glass), glass back, stainless steel frame","Micro-SIM","Scratch-resistant glass back panel","IPS LCD capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 4, upgradable to iOS 7.1.2","Apple A4 (45 nm)","1.0 GHz Cortex-A8","PowerVR SGX535","No","8GB 512MB RAM, 16GB 512MB RAM, 32GB 512MB RAM",,"5 MP, f/2.8, 1/3.2"", 1.75µm, AF","LED flash, HDR","720p@30fps","VGA, videocalling over Wi-Fi only",,"480p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP","Yes, with A-GPS",,"No","2.0","Accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 1420 mAh battery",,"Black, White","A1349, A1332","1.17 W/kg (head)     1.11 W/kg (body)   �","0.93 W/kg (head)     0.74 W/kg (body)   �","About 200 EUR","Voice 65dB / Noise 60dB / Ring 66dB",,,"Up to 14 h (2G) / Up to 7 h (3G)","Up to 40 h",,"Contrast ratio: 1242:1 (nominal) / 2.016:1 (sunlight)","Photo / Video","Noise -90.1dB / Crosstalk -89.6dB",,,,"Up to 300 h (2G) / Up to 300 h (3G)",,,,"HTML5 (Safari)",,
"Apple","iPhone 4 CDMA","CDMA / EVDO","CDMA 800 / 1900",,"CDMA2000 1xEV-DO",,"EV-DO Rev.A 3.1 Mbps","2011, January. Released 2011, February","Discontinued","115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in)","137 g (4.83 oz)",,"Micro-SIM",,"IPS LCD capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 4, upgradable to iOS 7.1.1","Apple A4 (45 nm)","1.0 GHz Cortex-A8","PowerVR SGX535","No","16GB 512MB RAM, 32GB 512MB RAM",,"5 MP, AF","LED flash, HDR","720p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n","2.1, A2DP","Yes, with A-GPS",,"No","2.0","Accelerometer, gyro, proximity, compass","iCloud cloud service  MP3/WAV player  MP4/H.264 player  Document viewer","Non-removable Li-Po 1420 mAh battery",,"Black, White",,"1.18 W/kg (head)     0.87 W/kg (body)   �",,"About 150 EUR",,,,,,,,,,,,,,,,,"HTML5 (Safari)","Videocalling over Wi-Fi only",
"Apple","iPad Wi-Fi + 3G","GSM / HSPA","GSM 850 / 900 / 1800 / 1900",,"HSDPA 850 / 1900 / 2100",,"HSPA","2010, January. Released 2010, March","Discontinued","242.8 x 189.7 x 13.4 mm (9.56 x 7.47 x 0.53 in)","730 g (1.61 lb)",,"Micro-SIM",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~63.3% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 4, upgradable to iOS 5.1.1","Apple A4 (45 nm)","1.0 GHz Cortex-A8","PowerVR SGX535","No","16GB 256MB RAM, 32GB 256MB RAM, 64GB 256MB RAM",,,,,,,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","2.1, A2DP, EDR","Yes, with A-GPS",,"No","2.0","Accelerometer, compass",,"Non-removable Li-Po 6600 mAh battery (24.8 Wh)",,"Silver",,,,"About 410 EUR",,,,,,,,,,,,"No",,,,,"HTML (Safari)",,
"Apple","iPad Wi-Fi","No cellular connectivity","N/A",,,,,"2010, January. Released 2010, March","Discontinued","242.8 x 189.7 x 13.4 mm (9.56 x 7.47 x 0.53 in)","680 g (1.50 lb)",,"No",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~63.3% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 4, upgradable to iOS 5.1.1","Apple A4 (45 nm)","1.0 GHz Cortex-A8","PowerVR SGX535","No","16GB 256MB RAM, 32GB 256MB RAM, 64GB 256MB RAM",,,,,,,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","2.1, A2DP, EDR","No",,"No","2.0","Accelerometer","MP3/WAV player  MP4/H.264 player  Document viewer","Non-removable Li-Po 6600 mAh battery (24.8 Wh)",,"Silver",,,,"About 310 EUR",,,,,,,"Contrast ratio: 776:1 (nominal)",,,,,"No",,"No","No",,"HTML (Safari)",,
"Apple","iPhone 3GS","GSM / HSPA","GSM 850 / 900 / 1800 / 1900",,"HSDPA 850 / 1900 / 2100",,"HSPA 7.2/0.384 Mbps","2009, June. Released 2009, June","Discontinued","115.5 x 62.1 x 12.3 mm (4.55 x 2.44 x 0.48 in)","135 g (4.76 oz)",,"Mini-SIM",,"TFT capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 3, upgradable to iOS 6.1.6",,"600 MHz Cortex-A8","PowerVR SGX535","No","8GB 256MB RAM, 16GB 256MB RAM, 32GB 256MB RAM",,"3.15 MP, f/2.8, AF",,"480p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g","2.1, A2DP (headset support only)","Yes, with A-GPS",,"No","2.0","Accelerometer, proximity, compass","iCloud cloud service  Maps  Organizer  TV-out  Audio/video player/editor  Photo viewer/editor  Voice command/dial  Predictive text input","Non-removable Li-Ion battery",,"Black, White","A1325, A1303","0.26 W/kg (head)     0.79 W/kg (body)   �","0.45 W/kg (head)     0.40 W/kg (body)   �","About 110 EUR","Voice 69dB / Noise 69dB / Ring 71dB",,,"Up to 12 h (2G) / Up to 5 h (3G)","Up to 30 h",,"Contrast ratio: 201:1 (nominal)","Photo","Noise -92.1dB / Crosstalk -95.0dB",,,,"Up to 300 h",,,,"HTML (Safari)","No",
"Apple","iPhone 3G","GSM / HSPA","GSM 850 / 900 / 1800 / 1900",,"HSDPA 850 / 1900 / 2100",,"HSPA","2008, June. Released 2008, July","Discontinued","115.5 x 62.1 x 12.3 mm (4.55 x 2.44 x 0.48 in)","133 g (4.69 oz)",,"Mini-SIM",,"TFT capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS, upgradable to iOS 4.2.1",,"412 MHz ARM 11","PowerVR MBX","No","8GB 128MB RAM, 16GB 128MB RAM",,"2 MP",,"No",,,,"Yes","Yes","Wi-Fi 802.11b/g","2.0, A2DP (headset support only)","Yes, with A-GPS",,"No","2.0","Accelerometer, proximity","Audio/video player  TV-out  Organizer  Document viewer  Photo viewer  Predictive text input","Non-removable Li-Ion battery",,"Black(8/16 GB), White (16 GB)",,"0.52 W/kg (head)     1.29 W/kg (body)   �","0.56 W/kg (head)     0.23 W/kg (body)   �","About 90 EUR","Voice 66dB / Noise 62dB / Ring 71dB",,,"Up to 10 h","Up to 24 h",,,,"Noise -89.9dB / Crosstalk -93.1dB",,,,"Up to 300 h",,,,"HTML (Safari)","No","Vibration, proprietary ringtones"
"Apple","iPhone","GSM","GSM 850 / 900 / 1800 / 1900",,,,,"2007, January. Released 2007, June","Discontinued","115 x 61 x 11.6 mm (4.53 x 2.40 x 0.46 in)","135 g (4.76 oz)",,"Mini-SIM",,"TFT capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm (~52.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS, upgradable to iOS 3.1.3",,"412 MHz ARM 11","PowerVR MBX","No","4/8/16GB",,"2 MP",,"No",,,,"Yes","Yes","Wi-Fi 802.11b/g","2.0 (headset support only)","No",,"No","2.0","Accelerometer, proximity","Google Maps  Audio/video player  TV-out  Organizer  Document viewer  Photo viewer  Predictive text input","Non-removable Li-Ion battery",,"Black","A1203","0.97 W/kg (head)     0.38 W/kg (body)   �","0.97 W/kg (head)     0.69 W/kg (body)   �","About 420 EUR",,,,"Up to 8 h","Up to 24 h",,,,,,,,"Up to 250 h","Yes","Yes",,"HTML (Safari)","No","Vibration, proprietary ringtones"
